user_story, estimated_story_points
"As a publisher, I want to be able to check that every time I update my data it is still good, so that I can catch errors early and store reliable data.",3
"As a DeveloperWrangler, I want to use a command line tool that allows met to validate data, so that I can feel trust in the validity and usefulness of the data quickly and in the context of my command line workflow.",3
"As a developer, I want an online service that is connected to my data repository that validates data on update, so that I can delegate data validation to a third party.",8
"As a government Publisher, I want to make it easy to prove that our published data is valid, so that I can claim that we are living up to our transparency commitments.",3
"As a Civic Tech Activist, I want to make it easy to assess the quality of data stored by the government, so that I can make sure that government is living up to its transparency commitments.",5
"As a publisher, I want to embed an interactive preview of my data on my site, so that users can be encouraged that this is the correct data for them.",5
"As a publisher, I want to embed a preview button on my site, so that users can preview the data and be encouraged that this is the correct data for them.",3
"As a Publisher, I want to know how many users have previewed a dataset, so that I know how interest in a dataset relates to its actual download numbers.",5
"As a Developer, I want to customize an existing wizard for my specific type of data, so that I can give my users a great user experience.",8
"As a Publisher, I want to add useful metadata or add in new data columns to make the dataset more useful.",3
"As a publisher, I want to package reproducible steps to get a certain data state, so my methodology is transparent and can be rerun by others.",5
